county_city_key,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12,scanner,voting_machine
OUTAGAMIE___VILLAGE OF WRIGHTSTOWN,117,75,34,1,5,0,1,1,0,106,78,28,0,0,0,0,ES&S DS200,ES&S ExpressVote
OUTAGAMIE___CITY OF APPLETON,30337,13146,15065,151,1332,0,393,250,0,31592,14012,16875,62,579,0,0,ES&S DS200,ES&S ExpressVote
OUTAGAMIE___CITY OF KAUKAUNA,7565,3722,3333,39,344,0,95,32,0,7698,3250,4343,17,80,0,0,ES&S DS200,ES&S ExpressVote
OUTAGAMIE___CITY OF NEW LONDON,640,382,223,3,23,0,6,3,0,682,314,354,3,8,0,0,ES&S DS200,ES&S ExpressVote
OUTAGAMIE___CITY OF SEYMOUR,1688,1003,580,11,65,0,21,8,0,1712,923,771,1,16,0,0,ES&S DS200,ES&S ExpressVote
OZAUKEE___TOWN OF BELGIUM,909,560,273,5,41,0,8,10,12,900,628,264,2,6,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___TOWN OF CEDARBURG,4026,2543,1199,4,152,0,29,48,51,4115,3011,1074,4,21,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___TOWN OF FREDONIA,1261,929,261,6,38,0,8,10,9,1280,963,300,4,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___TOWN OF GRAFTON,2811,1732,876,14,99,0,22,33,35,2927,2015,867,5,35,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___TOWN OF PORT WASHINGTON,954,606,282,6,33,0,2,12,13,1000,670,322,1,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___TOWN OF SAUKVILLE,1194,869,258,3,39,0,13,3,9,1236,898,327,0,10,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF BAYSIDE,82,28,46,0,0,0,2,3,3,83,36,46,0,1,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF BELGIUM,1262,826,349,2,54,0,8,10,13,1282,854,412,4,10,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF FREDONIA,1246,828,332,12,49,0,6,9,10,1249,877,357,1,12,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF GRAFTON,7068,3981,2581,27,265,0,58,73,83,7282,4646,2558,11,59,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF NEWBURG,47,30,8,0,5,0,2,2,0,48,29,19,0,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF SAUKVILLE,2278,1371,749,13,84,0,17,28,16,2454,1523,892,4,31,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___VILLAGE OF THIENSVILLE,2069,1023,870,15,94,0,25,14,28,2159,1292,841,4,21,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___CITY OF CEDARBURG,7199,3618,3009,31,314,0,64,84,79,7251,4489,2684,6,59,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___CITY OF MEQUON,15593,8165,6385,45,546,0,68,144,240,15839,10326,5393,3,92,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
OZAUKEE___CITY OF PORT WASHINGTON,6561,3355,2692,22,298,0,55,60,79,6712,3820,2803,3,79,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
PEPIN___TOWN OF ALBANY,330,191,111,2,17,0,6,3,0,303,149,154,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF DURAND,361,252,98,1,6,0,4,0,0,359,224,131,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF FRANKFORT,170,98,67,0,3,0,0,2,0,182,65,116,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF LIMA,314,200,98,0,14,0,1,1,0,321,173,147,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF PEPIN,403,226,160,4,8,0,5,0,0,401,177,221,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF STOCKHOLM,145,72,65,2,2,0,3,1,0,137,74,62,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF WATERVILLE,430,290,114,4,17,0,4,1,0,402,213,183,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___TOWN OF WAUBEEK,233,156,73,1,3,0,0,0,0,221,135,84,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___VILLAGE OF PEPIN,406,173,223,3,5,0,2,0,0,428,148,275,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___VILLAGE OF STOCKHOLM,57,22,27,0,3,0,4,1,0,48,10,38,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
PEPIN___CITY OF DURAND,886,526,308,3,38,0,4,7,0,897,426,465,4,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF CLIFTON,1252,701,461,7,48,0,10,12,13,1237,688,534,1,13,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF DIAMOND BLUFF,272,183,73,2,12,0,1,0,1,261,132,125,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF ELLSWORTH,650,390,208,3,38,0,7,2,2,652,364,281,1,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF EL PASO,385,226,128,8,14,0,8,0,1,376,192,181,0,2,0,0,ES&S DS200,ES&S ExpressVote
PIERCE___TOWN OF GILMAN,573,309,229,2,24,0,8,0,1,551,281,260,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF HARTLAND,498,346,120,3,17,0,8,1,3,461,294,163,1,1,0,0,ES&S DS200,ES&S ExpressVote
PIERCE___TOWN OF ISABELLE,157,91,57,3,2,0,3,1,0,151,79,68,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF MAIDEN ROCK,333,216,107,1,5,0,3,0,1,322,178,138,2,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF MARTELL,678,369,260,2,32,0,6,0,9,697,362,317,6,10,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF OAK GROVE,1296,761,433,5,69,0,9,11,8,1219,714,484,3,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF RIVER FALLS,1407,640,654,9,63,0,16,8,17,1456,725,714,2,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF ROCK ELM,233,122,94,1,9,0,5,0,2,242,106,129,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF SALEM,259,165,86,2,4,0,1,1,0,266,132,130,1,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF SPRING LAKE,330,202,107,1,13,0,4,3,0,333,166,157,1,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___TOWN OF TRENTON,976,579,315,4,62,0,7,2,7,984,532,438,2,10,0,0,ES&S DS200,ES&S ExpressVote
PIERCE___TOWN OF TRIMBELLE,939,611,274,1,39,0,10,1,3,942,527,407,1,6,0,0,ES&S DS200,ES&S ExpressVote
PIERCE___TOWN OF UNION,323,232,72,0,17,0,0,1,1,302,211,83,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF BAY CITY,207,129,67,0,10,0,1,0,0,184,93,91,0,0,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF ELLSWORTH,1394,779,518,5,54,0,17,3,18,1453,721,722,2,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF ELMWOOD,390,247,121,2,12,0,0,1,7,407,196,202,0,8,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF MAIDEN ROCK,82,48,31,0,0,0,3,0,0,80,28,47,1,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF PLUM CITY,289,163,109,1,13,0,2,1,0,289,158,129,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PIERCE___VILLAGE OF SPRING VALLEY,695,345,295,4,36,0,9,4,2,712,328,368,2,13,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
PIERCE___CITY OF PRESCOTT,2152,1125,845,13,99,0,36,17,17,2077,1049,988,4,30,0,0,ES&S DS200,ES&S ExpressVote
PIERCE___CITY OF RIVER FALLS,5606,2293,2735,27,360,0,105,28,58,5366,2141,3079,26,97,0,0,ES&S DS200,ES&S ExpressVote
POLK___TOWN OF ALDEN,1541,994,463,2,51,0,22,4,5,1563,897,636,4,22,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF APPLE RIVER,616,364,205,1,39,0,3,4,0,603,330,262,0,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF BALSAM LAKE,785,508,254,2,14,0,2,2,3,755,428,320,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF BEAVER,448,278,145,0,13,0,9,1,2,437,215,208,0,14,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF BLACK BROOK,733,482,204,4,25,0,9,2,7,724,437,269,3,14,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF BONE LAKE,395,235,142,2,10,0,4,2,0,387,203,177,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF CLAM FALLS,275,178,89,1,6,0,1,0,0,292,137,145,2,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF CLAYTON,488,280,183,3,15,0,4,3,0,490,244,238,4,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF CLEAR LAKE,448,309,104,5,19,0,8,1,2,422,249,168,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF EUREKA,929,605,258,2,54,0,10,0,0,895,526,356,2,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF FARMINGTON,1031,705,275,3,38,0,9,1,0,1009,602,386,4,17,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF GARFIELD,869,558,270,0,32,0,9,0,0,906,527,362,0,17,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF GEORGETOWN,544,301,225,2,8,0,6,2,0,561,245,309,0,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF JOHNSTOWN,266,132,116,5,8,0,5,0,0,279,117,158,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF LAKETOWN,565,347,189,3,19,0,6,1,0,545,286,253,2,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF LINCOLN,1250,790,395,6,36,0,11,3,9,1256,712,527,1,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF LORAIN,162,105,44,4,8,0,0,0,1,161,88,71,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF LUCK,523,335,172,0,9,0,1,2,4,506,251,249,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF MCKINLEY,191,121,56,1,8,0,2,0,3,198,111,82,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF MILLTOWN,682,416,225,5,30,0,2,1,3,665,363,286,2,14,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF OSCEOLA,1620,986,518,6,72,0,14,6,18,1551,894,627,1,19,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF ST. CROIX FALLS,668,415,204,5,29,0,10,1,4,624,375,236,0,12,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF STERLING,338,221,95,1,14,0,3,0,4,353,190,156,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___TOWN OF WEST SWEDEN,396,244,125,2,21,0,3,1,0,379,205,169,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF BALSAM LAKE,437,267,144,1,17,0,5,3,0,462,227,224,0,11,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF CENTURIA,311,188,103,2,13,0,5,0,0,343,164,169,4,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF CLAYTON,196,125,58,0,11,0,0,0,2,204,96,102,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF CLEAR LAKE,496,334,148,0,9,0,4,0,1,486,257,223,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF DRESSER,424,235,149,5,26,0,6,3,0,431,259,166,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF FREDERIC,510,283,187,5,32,0,3,0,0,494,250,241,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF LUCK,561,294,232,5,26,0,4,0,0,523,260,255,0,8,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF MILLTOWN,388,246,114,3,18,0,3,3,1,371,159,208,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
POLK___VILLAGE OF OSCEOLA,1189,644,447,3,63,0,16,7,9,1228,608,576,4,34,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___CITY OF AMERY,1340,692,562,15,49,0,13,9,0,1326,629,684,3,10,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
POLK___CITY OF ST. CROIX FALLS,1096,571,455,3,42,0,19,6,0,1112,538,559,0,13,0,0,None,Dominion (Sequoia)/Command Central-Edge
PORTAGE___TOWN OF ALBAN,491,258,216,1,9,0,1,2,4,476,209,265,0,2,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF ALMOND,395,260,113,2,10,0,5,2,3,381,211,166,0,2,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF AMHERST,838,431,376,3,19,0,3,2,4,843,400,435,1,5,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF BELMONT,347,213,121,1,4,0,5,2,1,352,189,162,0,1,0,0,None,ES&S Automark
PORTAGE___TOWN OF BUENA VISTA,663,411,228,3,13,0,2,0,6,673,357,309,0,6,0,0,ES&S M100,ES&S Automark
PORTAGE___TOWN OF CARSON,821,484,297,5,16,0,8,3,8,779,375,396,1,6,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF DEWEY,584,298,251,1,18,0,5,4,7,591,281,298,2,9,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF EAU PLEINE,582,343,217,2,16,0,1,2,1,542,294,245,0,2,0,0,None,ES&S Automark
PORTAGE___TOWN OF GRANT,1126,695,376,3,27,0,11,5,9,1100,595,488,4,12,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF HULL,3238,1558,1511,6,105,0,26,14,18,3242,1475,1722,5,32,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF LANARK,870,474,348,7,24,0,5,7,5,874,425,432,5,10,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF LINWOOD,669,373,271,3,12,0,5,2,3,660,319,337,0,4,0,0,None,ES&S Automark
PORTAGE___TOWN OF NEW HOPE,489,182,273,0,17,0,9,4,4,484,167,313,2,2,0,0,None,ES&S Automark
PORTAGE___TOWN OF PINE GROVE,369,232,121,3,8,0,3,0,2,378,193,182,2,1,0,0,None,ES&S Automark
PORTAGE___TOWN OF PLOVER,881,514,318,4,28,0,10,3,4,873,480,385,0,8,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF SHARON,1222,707,461,4,36,0,5,7,2,1199,536,652,3,5,0,0,ES&S DS200,ES&S Automark
PORTAGE___TOWN OF STOCKTON,1786,951,745,3,47,0,20,6,14,1734,820,884,2,20,0,0,ES&S DS200,ES&S Automark
PORTAGE___VILLAGE OF ALMOND,198,116,69,2,7,0,3,0,1,192,91,100,1,0,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF AMHERST,567,260,262,5,26,0,7,1,6,560,245,309,1,5,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF AMHERST JUNCTION,204,118,76,1,6,0,1,1,1,199,93,103,1,2,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF JUNCTION CITY,187,99,77,0,7,0,3,1,0,205,98,103,0,4,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF NELSONVILLE,95,35,53,1,1,0,5,0,0,88,29,58,0,1,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF PARK RIDGE,349,136,186,0,19,0,4,1,3,335,146,186,0,3,0,0,None,ES&S Automark
PORTAGE___VILLAGE OF PLOVER,6465,2931,3076,27,257,0,71,33,70,6591,2995,3495,17,68,0,0,ES&S DS200,ES&S Automark
PORTAGE___VILLAGE OF ROSHOLT,247,144,92,3,5,0,0,2,1,227,99,128,0,0,0,0,ES&S M100,ES&S Automark
PORTAGE___VILLAGE OF WHITING,982,421,506,7,30,0,6,2,10,975,351,609,1,12,0,0,ES&S M100,ES&S Automark
PORTAGE___CITY OF STEVENS POINT,13921,4659,7888,60,726,0,359,79,150,14784,5142,9313,25,244,0,0,ES&S DS200,ES&S Automark
PRICE___TOWN OF CATAWBA,136,82,41,1,6,0,5,1,0,138,54,77,2,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF EISENSTEIN,351,205,131,2,13,0,0,0,0,385,199,184,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF ELK,622,368,221,2,18,0,11,2,0,644,334,295,4,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF EMERY,188,112,67,1,6,0,1,1,0,189,84,102,2,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF FIFIELD,559,333,206,0,17,0,2,1,0,574,306,260,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF FLAMBEAU,287,185,86,5,5,0,6,0,0,281,148,128,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF GEORGETOWN,87,66,19,0,0,0,2,0,0,90,46,42,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF HACKETT,116,74,37,0,0,0,2,3,0,114,63,49,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF HARMONY,134,88,39,0,6,0,1,0,0,139,75,63,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF HILL,200,142,48,1,6,0,3,0,0,181,117,60,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF KENNAN,168,104,57,2,3,0,1,1,0,176,80,94,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF KNOX,166,94,64,2,4,0,0,2,0,179,73,102,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF LAKE,658,376,263,3,10,0,6,0,0,694,297,383,3,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF OGEMA,413,292,105,1,11,0,1,3,0,381,208,171,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF PRENTICE,236,163,60,1,8,0,4,0,0,237,135,100,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF SPIRIT,178,122,43,2,6,0,2,3,0,180,112,62,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___TOWN OF WORCESTER,991,634,322,7,19,0,9,0,0,1021,566,443,3,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___VILLAGE OF CATAWBA,56,30,24,0,2,0,0,0,0,59,25,34,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___VILLAGE OF KENNAN,64,38,23,0,2,0,1,0,0,65,26,38,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___VILLAGE OF PRENTICE,276,177,82,0,13,0,2,2,0,304,158,137,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___CITY OF PARK FALLS,1061,545,469,6,27,0,12,2,0,1185,487,680,2,14,0,0,None,Dominion (Sequoia)/Command Central-Edge
PRICE___CITY OF PHILLIPS,621,329,260,3,16,0,11,2,0,685,291,383,2,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
RACINE___TOWN OF BURLINGTON,3421,2195,1059,15,113,0,28,11,0,3588,2261,1299,5,19,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___TOWN OF DOVER,1959,1332,524,5,69,0,13,16,0,2024,1270,733,6,13,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___TOWN OF NORWAY,4760,3453,1141,14,114,0,20,18,0,4914,3511,1384,2,16,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___TOWN OF RAYMOND,2418,1628,671,8,87,0,10,14,0,2449,1587,837,1,22,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___TOWN OF WATERFORD,3716,2655,914,12,106,0,23,6,0,3900,2788,1068,9,30,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___TOWN OF YORKVILLE,1799,1180,525,10,65,0,5,14,0,1895,1199,681,6,8,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF CALEDONIA,14635,8076,5768,57,501,0,138,95,0,15341,8528,6666,13,107,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF ELMWOOD PARK,310,147,150,0,10,0,2,1,0,337,161,172,0,2,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF MOUNT PLEASANT,14831,7291,6784,66,493,0,94,103,0,15998,8019,7843,22,101,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF NORTH BAY,153,63,78,0,7,0,1,4,0,174,90,80,0,3,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF ROCHESTER,2215,1527,588,3,79,0,9,9,0,2222,1499,706,5,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF STURTEVANT,2679,1374,1142,9,100,0,34,20,0,2890,1425,1425,8,28,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF UNION GROVE,2360,1475,714,18,130,0,22,1,0,2538,1571,928,7,26,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF WATERFORD,2893,1873,880,9,107,0,10,14,0,2969,1848,1103,1,14,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___VILLAGE OF WIND POINT,1183,582,551,3,34,0,4,9,0,1254,726,517,1,6,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___CITY OF BURLINGTON,5207,2875,2005,30,214,0,48,35,0,5359,3002,2311,7,31,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RACINE___CITY OF RACINE,29763,8955,19147,109,1024,0,372,156,0,35512,9862,25255,60,305,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
RICHLAND___TOWN OF AKAN,214,117,87,0,8,0,1,0,1,226,100,113,2,11,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF BLOOM,239,116,95,1,14,0,6,4,3,229,107,115,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF BUENA VISTA,764,416,317,3,16,0,7,1,4,805,334,464,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF DAYTON,336,177,135,2,13,0,3,0,6,341,163,174,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF EAGLE,230,138,81,0,5,0,6,0,0,261,128,128,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF FOREST,185,89,83,2,5,0,5,0,1,176,79,92,2,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF HENRIETTA,242,110,121,0,7,0,4,0,0,268,89,175,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF ITHACA,314,158,136,2,12,0,4,1,1,317,137,177,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF MARSHALL,298,174,104,1,6,0,8,2,3,319,175,140,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF ORION,275,141,121,1,6,0,4,1,1,262,121,140,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF RICHLAND,654,373,243,2,19,0,3,6,8,694,342,343,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF RICHWOOD,243,109,122,4,6,0,2,0,0,251,86,162,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF ROCKBRIDGE,373,182,165,1,13,0,6,2,4,402,162,238,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF SYLVAN,205,116,81,0,4,0,3,0,1,235,105,124,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF WESTFORD,260,133,118,0,6,0,1,1,1,270,92,170,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___TOWN OF WILLOW,239,122,103,0,6,0,2,5,1,264,117,145,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___VILLAGE OF BOAZ,61,23,33,2,2,0,1,0,0,66,11,55,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___VILLAGE OF CAZENOVIA,154,68,75,0,7,0,2,0,2,158,40,114,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___VILLAGE OF LONE ROCK,375,166,181,1,16,0,7,0,4,392,116,273,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
RICHLAND___VILLAGE OF VIOLA,179,71,95,1,8,0,4,0,0,192,68,122,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
